rainfall_24h,rainfall_forecast_24h,temperature,wind_speed,humidity,slope,road_type,month,historical_blockages,risk_level
1.6,9.2,19.8,12.7,95.9,25,1,9,4,2
45.3,50.3,17.4,7.4,91.1,32,1,8,18,2
9.8,6.6,25.8,14.1,80.4,32,1,5,1,0
24.6,14.1,23.1,27.4,83.7,22,1,9,16,1
7.1,3.8,10.6,3.7,68.1,28,1,4,9,0
28.9,37.7,17.8,12.9,75.3,35,1,6,4,1
5.3,9.6,21.9,13.3,59.2,15,0,3,4,0
2.7,0.0,21.2,3.0,54.1,28,1,3,8,0
40.0,26.9,25.9,20.2,87.1,32,1,8,20,2
58.9,82.0,25.2,33.8,89.7,35,1,8,5,2
26.4,31.8,22.5,29.1,87.1,15,0,7,4,1
49.8,60.4,20.8,22.7,90.2,12,0,8,6,1
0.1,0.0,22.8,70.0,53.2,12,0,3,10,0
18.4,9.2,12.9,3.1,83.1,18,0,10,5,0
22.2,30.0,19.7,6.3,94.7,8,0,8,8,1
73.7,85.2,24.2,13.1,83.1,18,0,7,20,2
35.7,40.1,21.1,21.7,95.5,25,1,9,6,1
0.1,0.0,14.0,15.3,60.8,12,1,3,14,0
53.2,16.9,22.2,15.9,85.5,22,1,6,0,1
35.1,27.5,27.0,9.3,93.1,32,1,8,6,2
47.7,40.5,24.1,13.0,78.2,38,1,9,7,2
103.0,101.2,28.5,17.2,86.7,15,1,7,5,2
45.8,22.0,18.8,22.6,86.0,22,1,7,12,2
2.6,0.5,28.0,9.3,45.2,25,1,4,2,0
5.2,8.7,23.6,13.2,68.8,25,1,4,15,1
70.3,81.4,22.0,4.7,68.5,12,0,5,15,2
14.6,9.2,20.8,8.1,90.2,30,1,6,9,1
31.5,44.2,21.5,14.4,87.3,35,1,6,16,2
58.9,84.6,20.1,59.8,94.2,8,0,9,8,2
19.8,14.4,22.4,24.7,71.7,22,1,8,1,1
60.4,49.8,17.8,42.1,91.8,25,1,7,2,2
15.2,14.0,24.0,70.0,63.2,30,1,7,2,1
11.6,16.4,21.1,42.4,84.7,10,1,7,2,0
59.1,71.3,18.1,42.2,80.0,18,0,6,11,2
3.5,5.9,18.1,32.0,68.9,22,1,3,5,0
32.2,41.6,26.7,12.3,100.0,12,1,7,7,1
1.4,0.4,12.7,8.2,53.8,15,0,3,4,0
24.4,28.7,19.2,10.0,100.0,12,1,7,0,1
25.8,16.9,20.6,42.3,91.3,18,1,9,4,1
1.0,4.4,16.8,9.9,71.1,28,1,3,19,1
4.1,0.0,22.2,11.4,99.9,10,0,8,5,0
3.2,5.3,21.4,23.3,86.7,18,0,7,15,1
3.6,10.6,21.2,10.7,61.8,25,1,4,1,0
6.8,9.0,17.2,3.7,47.4,18,0,1,7,0
0.3,0.0,18.9,2.6,53.7,32,1,12,7,0
10.5,1.9,23.7,7.2,92.7,15,0,7,2,0
72.2,89.1,20.1,38.2,83.0,12,0,8,11,2
16.7,20.0,10.7,7.1,74.9,10,0,10,5,0
13.2,8.2,23.5,27.1,84.4,12,0,9,2,0
21.3,34.0,6.8,26.2,44.7,18,1,3,9,1
96.9,58.7,28.7,30.5,90.4,25,1,9,2,2
12.4,13.9,13.2,22.4,95.8,12,0,8,14,0
9.2,11.6,23.9,6.3,43.2,35,1,12,1,0
42.1,34.5,23.7,36.6,100.0,28,1,8,3,2
39.1,39.1,20.7,59.5,79.8,15,1,9,15,2
6.4,3.8,26.7,8.6,53.4,22,1,3,5,0
65.1,73.3,17.2,10.9,95.1,35,1,7,11,2
13.4,3.0,24.7,6.5,81.0,8,0,8,11,0
24.6,4.4,21.3,11.1,77.1,15,0,7,10,0
8.1,20.0,24.9,5.1,83.6,25,1,7,16,1
40.4,47.5,21.8,9.9,82.1,22,1,7,6,1
16.4,15.6,27.0,54.3,89.9,22,1,6,0,1
45.8,61.4,24.0,6.7,74.5,18,1,7,10,1
30.7,31.0,25.3,43.5,90.7,8,1,6,4,1
99.8,83.7,20.8,9.0,96.4,18,0,7,16,2
150.0,81.5,15.5,8.1,92.9,30,1,7,17,2
63.4,59.0,15.1,5.4,89.8,30,1,7,0,2
131.1,79.9,22.7,70.0,73.4,35,1,7,3,2
8.4,2.9,23.3,10.6,89.0,32,1,6,1,1
13.6,22.4,21.0,12.4,60.4,10,0,2,2,0
34.3,27.9,24.6,13.7,87.9,18,1,7,9,1
27.9,16.3,21.7,9.5,82.8,10,0,7,0,1
103.4,120.0,23.6,17.8,91.6,12,1,9,11,2
1.3,0.0,21.2,2.7,54.9,32,1,4,8,0
0.9,6.0,22.5,8.2,78.3,25,1,10,3,0
1.6,2.2,13.0,9.0,57.8,15,0,11,8,1
17.0,15.7,18.0,20.5,83.6,10,0,8,10,0
30.3,16.4,20.2,50.5,81.7,25,1,6,15,2
16.6,8.1,19.5,8.8,87.7,30,1,8,6,1
82.4,62.0,20.0,50.6,96.0,25,1,6,5,2
6.9,19.4,21.3,41.7,91.2,30,1,7,3,0
15.2,12.4,23.3,14.4,100.0,32,1,8,2,1
42.4,33.3,23.6,18.4,81.0,25,1,8,5,1
12.1,15.1,27.8,45.5,83.2,35,1,7,15,2
20.6,9.1,19.8,14.7,82.6,15,0,9,2,0
27.3,35.4,23.7,12.3,82.7,10,0,7,13,1
0.7,3.3,10.0,10.1,68.7,22,1,2,10,0
26.8,6.5,16.9,19.1,93.4,32,1,9,8,1
31.6,19.7,28.3,13.6,91.7,15,0,8,13,1
56.0,37.3,18.1,36.2,85.9,10,0,7,3,1
19.3,23.3,18.8,12.4,89.5,10,1,9,13,1
44.1,32.4,18.6,2.0,85.8,22,1,5,20,2
24.7,23.5,20.9,5.6,39.0,10,0,2,6,0
150.0,115.6,20.8,11.0,85.2,10,1,7,9,2
26.6,29.2,20.9,17.6,70.4,15,1,7,15,1
77.5,98.7,15.6,11.9,73.5,38,1,9,4,2
0.6,0.0,5.0,18.1,44.5,30,1,2,6,0
53.1,26.7,27.8,7.5,91.5,22,1,6,7,2
1.2,5.3,14.5,13.3,52.6,18,1,11,1,0
36.7,26.4,20.3,36.4,61.7,25,1,10,1,1
12.0,4.4,9.5,26.0,69.6,25,1,11,1,0
0.4,0.0,8.6,4.0,66.4,22,1,11,1,0
76.5,53.5,24.3,10.6,82.6,30,1,6,3,2
119.0,79.2,20.4,17.8,95.4,35,1,7,5,2
24.7,19.8,9.3,4.2,70.8,8,0,10,4,0
76.4,66.5,18.2,8.4,94.0,25,1,9,6,2
1.2,0.1,15.3,7.2,61.3,28,1,2,10,0
12.0,7.3,24.6,11.9,87.9,15,1,6,14,1
4.2,13.2,15.8,23.4,54.0,8,1,2,7,0
8.6,17.2,20.7,14.1,60.5,18,1,1,9,0
9.2,11.0,15.7,4.2,85.0,25,1,3,1,0
35.0,47.3,16.5,54.2,90.4,15,0,7,7,1
14.7,12.3,16.6,28.4,58.3,25,1,1,10,0
34.8,26.4,24.5,12.8,92.9,8,0,6,3,1
15.3,4.1,20.5,6.5,92.3,18,1,9,8,1
7.9,5.8,17.9,43.6,47.3,28,1,11,4,0
37.4,26.8,28.8,24.6,69.5,30,1,7,5,1
13.5,11.6,9.3,23.1,69.2,22,1,4,7,0
27.9,39.6,22.1,25.3,93.5,30,1,9,2,1
3.4,0.0,11.3,7.7,52.0,22,1,1,3,0
43.2,37.1,20.5,16.9,100.0,28,1,8,0,2
14.7,9.8,24.0,7.4,97.0,32,1,8,0,1
2.2,0.0,9.3,2.7,81.9,8,0,10,15,0
95.8,70.7,22.2,34.4,89.5,25,1,8,16,2
82.3,78.7,21.3,12.1,85.4,38,1,7,4,2
15.9,21.4,25.8,24.9,90.8,15,1,8,11,1
15.0,16.6,16.1,19.3,80.4,22,1,5,6,0
54.0,66.4,26.0,6.0,87.0,15,0,7,7,2
50.4,54.9,22.0,9.8,76.2,18,1,6,12,2
17.3,23.2,30.4,8.7,61.8,32,1,10,8,1
113.3,98.5,22.2,7.2,79.0,35,1,9,3,2
32.8,28.7,19.0,17.8,90.7,25,1,6,11,2
46.2,24.0,21.8,37.8,71.9,32,1,10,2,1
9.2,0.0,24.2,16.5,95.8,28,1,7,6,1
7.2,7.2,18.8,21.9,71.5,12,1,10,14,0
88.4,90.9,28.9,10.3,92.5,8,1,6,1,2
30.3,19.7,22.4,5.4,90.7,18,1,6,4,2
30.6,13.4,24.1,17.6,73.8,38,1,8,14,2
0.6,2.4,17.7,6.5,45.2,25,1,2,2,0
77.4,106.8,25.4,33.0,72.8,18,0,6,19,2
109.0,113.8,29.6,6.3,86.7,12,0,7,11,2
25.7,26.2,23.1,9.8,91.7,38,1,7,5,2
30.5,39.6,29.4,55.8,85.9,15,0,7,7,1
7.1,12.5,22.2,8.0,74.1,22,1,4,5,0
25.4,30.5,18.9,21.7,90.1,10,0,7,7,1
11.9,8.2,23.1,25.9,82.8,38,1,7,4,1
17.1,16.3,21.1,8.2,87.0,35,1,8,10,1
5.9,0.0,10.8,4.4,64.3,18,0,2,3,0
33.5,16.9,23.0,8.9,84.2,28,1,7,5,1
18.1,20.8,26.9,11.1,77.0,12,0,7,15,1
6.2,6.2,9.8,14.3,87.3,25,1,5,3,0
3.8,7.0,9.0,22.5,43.3,15,0,3,5,0
24.0,29.7,26.8,12.3,100.0,32,1,6,0,1
27.7,22.4,19.3,7.7,86.6,18,0,7,6,1
59.9,39.2,25.2,40.5,73.0,8,0,8,14,2
44.1,28.4,17.7,57.7,74.0,25,1,8,17,2
0.1,0.0,25.1,5.4,64.8,12,1,12,1,0
43.3,43.8,29.2,19.3,77.4,10,0,7,3,1
58.1,53.3,15.3,8.8,76.0,8,0,9,19,2
7.6,8.3,23.1,31.1,80.8,22,1,2,9,0
15.9,16.0,23.1,3.2,87.2,30,1,5,7,1
9.1,8.3,5.1,3.6,77.9,28,1,10,16,1
17.6,4.9,30.0,14.7,91.1,30,1,8,7,0
63.1,43.6,17.1,8.5,94.9,15,0,9,3,1
14.6,10.7,21.1,10.1,94.7,22,1,6,4,1
2.9,0.0,19.4,13.7,86.1,35,1,12,6,0
35.5,30.3,21.6,22.6,85.7,8,0,9,6,1
14.0,9.5,22.3,11.9,82.3,10,0,7,13,0
57.5,56.9,20.6,22.5,88.9,30,1,9,7,2
49.9,74.3,19.2,19.8,88.6,22,1,6,8,2
0.4,5.3,18.3,11.5,68.7,22,1,11,1,0
19.2,28.6,16.0,54.5,81.3,28,1,8,5,1
6.9,16.6,15.3,2.3,58.3,25,1,12,12,0
8.5,2.5,21.6,60.5,90.1,25,1,9,17,2
3.2,2.8,18.4,9.5,82.4,10,0,10,13,1
10.2,0.2,20.1,15.3,71.6,25,1,10,2,0
41.2,39.6,21.2,10.1,79.8,30,1,6,4,2
9.4,13.2,13.3,12.8,60.6,18,0,10,11,0
16.5,17.9,22.1,18.1,88.2,22,1,8,0,1
14.5,17.3,16.7,2.2,75.9,12,0,1,10,0
13.8,20.2,13.4,2.4,49.6,10,1,1,4,0
6.4,7.8,12.5,4.6,39.9,38,1,3,16,1
25.0,31.3,26.5,56.9,86.8,15,0,6,1,1
25.6,28.1,18.2,26.2,95.7,25,1,7,6,1
50.0,48.2,26.3,33.1,79.4,15,0,9,6,1
4.2,0.0,24.1,38.2,69.5,18,0,5,14,1
16.9,14.1,27.5,2.5,62.9,8,0,10,8,0
8.6,0.0,12.4,7.1,60.1,32,1,3,6,0
52.7,33.9,22.8,9.5,95.7,15,1,9,0,2
7.9,12.3,17.9,7.3,52.4,8,0,4,10,0
2.6,3.3,12.9,2.8,66.7,38,1,3,4,0
55.2,75.5,27.6,12.4,83.4,22,1,9,8,2
28.6,38.3,20.5,7.7,79.2,25,1,7,11,1
106.3,120.0,23.4,37.1,85.1,10,0,6,9,1
2.7,7.5,10.7,27.5,60.7,30,1,1,11,1
10.4,14.8,16.1,17.3,89.3,32,1,5,10,1
15.6,10.9,21.1,48.0,76.5,10,1,6,10,2
31.0,23.1,22.1,37.9,100.0,12,0,7,12,1
39.2,35.2,23.6,14.5,91.7,12,0,8,13,1
64.5,71.4,20.8,33.5,85.8,32,1,7,5,2
1.6,0.0,15.4,3.1,81.7,28,1,12,0,0
0.7,0.6,18.5,18.2,40.1,12,0,4,8,0
46.2,62.6,17.9,6.1,71.6,22,1,5,8,1
59.9,83.0,16.3,20.8,86.0,15,0,7,3,1
56.8,58.4,21.3,20.9,96.8,38,1,8,8,2
1.1,7.3,20.0,46.4,53.8,32,1,3,9,1
62.9,62.2,18.1,10.9,100.0,30,1,7,3,2
24.6,8.7,25.7,5.0,85.1,30,1,7,9,1
41.3,39.5,22.2,11.1,92.3,10,1,6,9,1
0.1,0.0,21.3,4.9,75.6,10,1,11,13,0
25.1,32.8,19.5,13.5,67.1,18,0,8,10,1
33.4,37.7,9.6,5.4,82.8,8,0,5,0,1
27.4,17.1,15.4,29.5,52.9,22,1,2,5,0
18.4,21.9,17.3,11.2,82.4,12,0,6,17,1
12.8,7.8,18.6,8.4,84.1,30,1,8,0,1
36.0,34.4,18.4,41.9,85.7,25,1,6,5,1
30.1,32.4,23.6,6.8,98.6,25,1,7,11,2
20.0,23.2,20.6,12.3,79.2,25,1,8,16,1
57.7,68.1,24.4,4.9,72.4,38,1,10,9,2
1.0,7.8,8.5,13.9,50.9,8,0,3,7,0
27.2,12.8,20.5,21.0,94.5,32,1,7,6,0
135.9,80.5,19.4,38.1,100.0,8,1,7,12,2
9.3,12.8,19.9,14.8,79.8,22,1,8,7,0
4.6,7.9,15.6,15.7,59.8,10,0,1,3,0
8.7,11.2,28.0,11.7,57.1,32,1,2,6,0
108.8,107.6,24.1,19.6,86.9,38,1,7,12,2
3.2,0.0,19.0,4.2,73.9,15,0,1,8,0
9.6,17.2,22.4,15.7,92.1,10,0,9,6,0
38.2,31.9,23.6,14.9,76.4,22,1,8,2,1
20.3,34.8,15.2,6.7,81.7,38,1,9,11,2
40.2,55.6,22.0,53.3,92.8,25,1,8,8,2
2.5,0.0,5.2,41.4,68.5,10,0,5,12,0
17.1,2.7,20.4,7.2,81.9,38,1,9,4,1
13.9,17.0,17.8,12.2,59.2,12,0,5,6,0
46.3,25.6,24.6,7.2,96.7,28,1,8,6,2
5.1,4.0,19.8,34.8,56.7,32,1,4,20,1
31.6,18.7,19.1,15.6,80.6,12,1,7,11,1
109.6,86.6,25.1,6.7,75.4,12,1,8,2,2
1.0,1.9,18.1,3.9,61.7,15,0,11,4,0
0.8,0.0,20.8,4.1,75.7,28,1,12,4,0
12.8,17.0,17.0,7.5,74.2,10,0,11,8,0
52.6,74.3,20.6,32.9,72.3,10,1,9,7,2
55.3,66.4,23.3,34.2,68.1,18,0,7,1,1
5.2,13.2,12.7,2.7,76.9,32,1,3,2,0
84.5,90.4,15.2,14.0,84.9,18,0,8,4,2
5.7,1.3,16.9,5.1,65.0,12,0,2,7,0
38.6,53.5,22.0,47.8,87.9,30,1,9,8,2
38.8,39.3,23.7,8.0,70.3,28,1,6,3,1
17.2,19.9,16.5,32.0,71.3,38,1,10,1,0
1.0,0.0,22.3,21.8,71.7,28,1,12,3,0
73.9,65.1,28.2,36.6,100.0,18,0,6,4,2
22.1,23.9,19.7,14.6,91.5,18,0,7,8,1
10.6,2.7,15.2,8.9,58.9,25,1,4,8,0
1.5,0.0,17.9,2.6,49.6,28,1,4,8,0
8.3,3.5,8.2,10.8,72.7,15,0,1,3,0
42.9,34.2,23.7,64.3,81.7,25,1,7,16,2
14.7,27.1,22.1,6.3,100.0,30,1,6,13,1
37.2,59.8,23.0,43.7,72.1,30,1,8,3,2
53.2,37.8,16.6,8.5,80.8,30,1,9,3,2
148.6,87.1,18.7,21.5,75.2,8,0,6,7,2
0.7,0.0,10.5,4.9,65.4,12,1,3,14,0
18.1,10.8,30.2,46.2,91.4,30,1,6,2,1
1.5,0.0,5.3,31.5,76.1,10,1,4,3,0
22.6,22.2,29.6,16.5,100.0,10,0,6,15,0
28.2,17.8,17.7,16.7,88.2,30,1,8,3,1
5.8,15.0,15.2,2.4,57.0,18,1,12,5,0
38.0,39.4,19.4,70.0,86.1,10,0,8,15,2
21.8,11.6,15.0,27.9,93.5,8,0,8,8,0
4.3,5.9,21.0,2.2,55.9,30,1,2,17,1
20.0,14.1,21.8,9.3,88.9,25,1,7,7,1
33.7,36.8,28.2,23.8,72.4,18,1,9,2,1
12.9,6.5,14.0,6.7,64.9,22,1,1,0,0
55.5,59.5,19.5,10.7,85.6,32,1,9,19,2
0.8,0.0,18.8,30.7,68.6,30,1,1,12,1
48.1,49.6,23.8,9.4,90.6,10,0,8,7,1
40.1,27.3,23.6,8.1,100.0,12,0,7,19,1
9.5,18.7,13.8,24.4,77.4,18,0,5,6,0
98.8,120.0,15.9,10.8,72.7,15,0,9,14,2
21.1,23.9,22.1,24.5,85.9,25,1,9,11,1
0.6,0.0,16.8,7.6,36.9,30,1,2,9,0
49.4,55.1,24.2,35.7,86.7,25,1,9,3,2
28.6,29.3,25.5,28.2,100.0,18,0,6,8,1
19.2,6.3,17.0,41.9,95.0,22,1,7,4,1
31.4,37.6,18.3,27.3,96.5,22,1,6,11,2
50.8,30.6,20.8,5.5,74.8,18,0,9,17,2
28.5,26.2,22.4,40.3,82.3,12,1,9,14,1
33.9,22.0,20.0,7.5,88.0,35,1,6,12,2
31.0,43.7,25.7,9.1,84.9,15,1,7,4,1
141.3,120.0,19.0,17.0,87.1,28,1,6,7,2
21.9,26.1,23.4,12.1,82.4,15,0,6,13,1
111.0,117.5,14.1,16.6,84.5,25,1,8,19,2
86.3,98.8,25.5,63.8,100.0,28,1,9,17,2
31.1,32.3,29.9,12.0,93.1,22,1,8,9,1
54.0,57.8,11.5,7.2,86.1,25,1,5,7,2
9.0,1.5,28.6,14.2,96.6,35,1,7,9,1
129.1,120.0,18.9,11.1,93.5,8,0,6,4,2
29.6,12.8,6.5,3.2,60.3,28,1,5,11,1
19.1,28.7,29.3,57.4,100.0,22,1,8,17,2
66.6,87.8,20.7,12.2,87.5,22,1,8,16,2
0.5,0.0,19.4,25.0,58.1,35,1,3,5,0
23.1,25.6,18.9,5.3,98.9,10,0,7,10,1
56.1,55.5,25.5,15.8,83.0,8,0,8,3,1
18.7,7.6,20.2,15.9,90.7,22,1,9,10,1
7.5,3.6,19.0,11.7,100.0,18,1,9,5,0
2.4,3.6,22.4,6.7,89.4,32,1,7,11,1
22.5,31.7,31.1,20.0,89.9,38,1,9,1,2
75.7,96.0,20.4,28.7,83.2,12,0,7,4,2
27.2,13.8,26.7,23.8,81.0,35,1,8,9,1
50.3,39.0,24.4,13.9,69.4,30,1,5,6,2
21.0,29.0,14.4,25.2,97.6,30,1,6,1,1
82.8,113.1,20.7,42.6,81.6,12,0,9,12,2
9.6,17.8,18.5,7.4,52.6,22,1,4,8,0
46.1,27.5,21.6,26.4,86.5,18,1,9,4,1
27.2,36.3,23.6,16.2,93.1,38,1,7,3,2
0.5,0.8,20.3,25.9,87.9,15,0,6,4,0
19.9,7.8,22.1,25.0,84.4,22,1,6,1,1
36.6,53.6,30.8,14.2,98.4,38,1,6,12,2
36.4,51.1,18.3,11.2,79.6,30,1,9,3,2
0.6,0.0,15.2,2.5,32.1,38,1,4,11,1
33.4,23.3,20.8,10.3,95.6,28,1,6,5,1
6.7,5.0,5.0,8.3,62.3,28,1,1,15,1
35.1,45.7,16.1,3.2,83.3,32,1,10,15,2
1.0,0.0,18.1,2.4,32.7,18,0,1,9,0
38.7,36.3,22.5,19.6,86.5,22,1,7,1,1
17.0,20.8,22.9,22.6,84.3,12,0,6,11,1
25.8,34.4,22.9,16.1,96.1,18,0,6,9,1
4.5,1.1,10.3,8.3,44.4,15,0,1,2,0
0.6,4.9,26.1,12.4,83.1,25,1,11,14,1
23.5,26.6,22.0,36.3,95.9,18,0,7,1,1
59.2,29.0,18.4,19.3,85.1,18,1,6,7,1
23.0,14.0,13.4,10.0,87.8,18,0,8,12,1
5.3,6.6,26.2,4.3,70.7,15,1,2,2,0
59.5,78.1,21.0,6.3,77.3,18,1,9,5,2
73.0,67.0,18.6,7.0,78.1,12,1,8,0,2
3.3,8.1,13.2,6.7,55.3,28,1,1,12,0
13.6,5.0,19.1,18.2,93.2,12,0,7,13,0
5.0,4.5,22.3,17.3,65.3,22,1,5,10,0
2.5,0.0,18.5,9.1,62.6,22,1,4,4,0
82.5,84.0,26.3,15.0,85.3,25,1,6,3,2
73.6,57.1,24.6,12.6,71.6,25,1,7,3,2
8.7,5.2,13.8,3.9,66.2,28,1,5,12,0
49.4,69.9,24.2,8.7,86.4,30,1,8,11,2
6.9,16.1,23.8,10.6,94.8,28,1,8,13,1
13.5,11.3,12.1,16.6,51.3,15,1,1,3,0
12.1,13.1,16.5,12.1,78.3,30,1,10,19,1
18.0,15.7,27.8,18.9,75.6,18,0,9,17,1
7.5,14.1,20.6,10.5,88.1,22,1,9,8,1
37.4,46.3,20.9,25.3,99.4,30,1,8,9,2
20.8,17.1,25.2,16.1,100.0,18,0,7,9,1
17.6,35.8,15.1,31.5,80.2,35,1,8,2,1
0.1,8.8,22.9,18.7,49.1,32,1,3,20,1
12.4,22.8,15.0,17.6,89.5,8,0,8,14,0
4.1,3.7,19.2,9.4,57.7,35,1,2,13,1
2.8,2.7,7.0,5.1,65.4,10,0,1,5,0
30.6,19.8,24.9,34.3,90.6,12,0,7,11,2
47.8,62.9,24.0,5.8,87.5,10,0,8,16,2
3.4,0.7,24.6,6.8,85.8,25,1,9,6,1
1.2,0.0,15.0,22.4,79.1,22,1,3,1,0
9.0,19.9,14.1,8.4,56.1,28,1,12,15,1
0.3,0.0,23.8,4.9,45.5,22,1,11,6,0
22.2,10.3,27.1,30.4,81.7,28,1,8,3,1
34.2,42.4,24.1,7.1,83.3,8,1,7,17,2
18.3,28.5,9.5,11.2,88.0,15,1,5,15,1
12.8,7.2,19.8,16.5,86.5,32,1,6,15,1
16.0,14.2,23.6,16.7,78.6,32,1,6,0,1
67.6,82.0,24.2,17.6,85.0,15,0,9,0,1
6.7,3.1,25.9,2.1,74.1,38,1,1,15,1
32.7,21.3,22.6,50.9,84.9,25,1,8,12,2
7.6,8.8,17.0,25.4,88.6,18,0,5,7,0
32.5,25.1,20.0,9.7,91.3,28,1,9,12,2
49.4,51.4,12.8,7.8,68.5,8,1,10,8,1
24.7,24.3,28.5,30.5,82.3,12,0,8,14,1
45.5,30.3,22.7,12.4,88.4,28,1,6,3,2
16.8,8.3,21.9,8.4,89.9,10,1,7,0,0
19.7,21.9,25.3,11.2,74.8,28,1,10,20,1
22.4,13.1,18.7,20.1,84.1,22,1,8,16,1
68.6,70.2,20.7,44.5,96.2,15,0,8,1,2
13.7,20.2,26.9,22.2,68.9,35,1,7,2,1
33.3,31.1,22.2,10.0,78.8,12,0,6,12,1
59.1,49.6,16.4,23.4,97.6,32,1,8,2,2
12.9,17.8,25.8,9.0,94.3,12,0,8,2,0
10.2,14.3,22.2,12.2,89.5,35,1,6,12,1
29.1,29.4,29.2,33.1,91.2,12,0,6,7,1
38.5,38.1,26.6,37.0,90.8,12,0,9,4,1
0.9,0.0,11.7,2.4,70.2,18,1,11,0,0
74.0,93.2,26.9,56.4,68.8,15,0,7,5,2
0.5,0.0,31.9,19.7,55.5,18,0,12,6,0
27.6,12.3,17.0,11.7,75.7,8,0,10,10,0
10.4,3.1,23.3,25.9,48.6,12,1,12,4,0
108.4,120.0,32.5,9.6,80.7,25,1,6,3,2
1.1,3.8,9.3,8.8,54.4,32,1,1,11,1
5.9,0.5,22.7,7.4,71.1,10,0,3,2,0
13.4,17.2,7.4,10.6,100.0,28,1,10,2,0
18.4,17.4,18.9,43.2,97.3,18,0,7,9,1
15.1,20.5,10.0,9.2,74.7,32,1,10,12,1
27.5,36.8,21.0,70.0,88.9,28,1,8,8,2
46.6,51.2,19.8,8.1,81.6,12,1,7,2,1
36.1,43.2,25.0,11.1,83.9,18,0,8,3,1
29.5,40.7,25.7,7.0,84.2,32,1,8,2,2
90.7,55.8,22.2,12.6,96.4,32,1,7,18,2
31.1,34.3,15.5,13.3,85.8,8,0,8,7,1
12.1,2.5,6.7,6.5,61.4,25,1,12,14,0
6.3,13.0,16.9,8.7,59.0,18,0,4,10,0
9.2,5.6,21.5,5.9,69.7,25,1,5,2,0
13.1,5.1,26.1,15.2,83.0,22,1,8,7,1
15.7,22.9,18.9,17.3,94.4,30,1,6,11,1
81.0,84.9,23.8,6.3,99.7,35,1,8,0,2
108.2,109.5,18.9,6.7,80.8,10,0,9,11,2
17.4,37.3,13.0,7.7,70.1,18,0,10,8,0
21.0,21.0,23.8,15.2,89.2,25,1,7,14,1
100.8,120.0,20.6,70.0,97.7,22,1,6,8,2
20.6,28.8,20.0,22.7,75.9,32,1,6,11,2
12.8,6.1,24.5,48.6,79.1,18,0,8,9,0
81.8,100.5,18.3,13.9,94.2,32,1,8,2,2
24.3,34.2,22.4,37.8,90.5,22,1,6,3,1
51.9,47.0,21.5,15.6,94.5,15,0,7,15,2
1.2,4.8,19.4,6.8,74.0,35,1,11,6,0
38.5,20.4,26.0,21.0,94.5,10,1,7,3,1
7.9,5.8,10.8,5.4,79.4,22,1,5,17,1
26.2,29.1,18.3,6.3,89.3,38,1,8,7,2
16.0,11.6,29.1,18.9,98.0,28,1,6,2,1
113.8,120.0,17.5,9.7,96.1,28,1,6,5,2
19.5,17.0,23.7,22.0,92.8,18,0,7,12,1
4.9,7.0,8.7,8.0,85.0,32,1,5,6,1
41.6,28.3,17.7,30.0,92.0,15,1,8,0,1
24.9,19.3,26.3,16.9,82.5,28,1,8,6,1
3.1,16.0,14.4,34.0,80.9,22,1,5,16,1
7.5,0.0,27.2,32.8,96.3,10,0,8,5,0
52.4,42.0,21.0,13.4,84.0,30,1,6,9,2
21.1,30.1,22.7,26.7,85.4,22,1,9,1,1
6.0,0.0,18.5,4.6,74.1,10,0,3,3,0
4.3,4.2,30.9,21.3,73.1,15,0,11,14,0
42.2,41.8,26.7,17.8,60.7,15,0,10,11,1
51.6,43.4,18.1,6.6,89.3,18,0,9,9,1
90.4,94.1,18.3,53.4,88.8,18,0,6,5,2
42.6,31.3,26.2,22.1,84.7,15,0,7,8,1
41.1,38.4,26.6,9.7,85.7,8,0,8,3,1
4.9,0.0,24.9,27.7,74.5,8,1,9,3,0
47.6,69.4,17.1,31.9,83.7,18,0,7,16,2
0.1,0.0,24.5,5.9,75.3,8,1,1,3,0
7.4,0.0,16.3,14.1,72.6,25,1,4,14,0
30.3,40.9,21.0,20.5,79.3,18,1,7,3,1
39.6,51.7,31.2,26.2,76.8,25,1,8,15,2
9.2,6.9,25.2,24.4,96.4,22,1,6,15,1
20.6,23.6,11.3,10.9,76.0,15,0,10,17,1
20.5,21.9,18.5,4.9,80.1,18,1,10,11,2
32.9,22.4,27.1,5.3,87.1,15,0,7,6,1
113.8,94.6,24.7,51.5,81.0,28,1,9,0,2
6.9,11.4,26.4,70.0,92.5,18,0,6,17,1
51.0,70.0,13.6,18.7,91.3,18,0,8,4,2
13.8,17.1,27.9,27.8,76.1,18,1,6,8,0
122.8,64.5,13.8,11.8,95.0,30,1,8,19,2
25.4,34.1,19.0,9.6,72.7,15,0,10,9,0
2.8,11.2,19.1,7.8,50.5,18,0,1,0,0
26.8,39.5,19.1,12.0,95.6,28,1,9,8,1
94.3,120.0,19.2,5.4,85.1,18,1,6,14,2
35.4,38.8,27.0,10.2,97.5,15,1,6,12,2
6.4,7.3,22.4,26.3,88.7,25,1,7,18,1
6.4,12.5,20.3,13.1,76.1,38,1,1,1,0
47.9,33.9,17.0,7.5,93.9,15,0,6,17,2
47.7,64.4,22.2,9.7,88.6,8,0,6,2,1
18.3,23.1,19.0,15.1,82.2,18,1,8,16,1
61.3,46.5,27.6,21.9,85.7,10,0,7,3,1
82.4,66.5,20.7,8.4,77.7,30,1,7,7,2
